k,v,n,g,m,e,x,c,u
命令,命令,外交部處務規程,行政＞外交部＞組織目,2023-05-01,,,24,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0010001
命令,命令,駐外使領館人員加銜辦法,廢止法規＞外交部,2002-12-25,,廢,9,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0010002
命令,命令,外交部所屬駐外各機構首長交代規則,廢止法規＞外交部,2018-04-13,,廢,11,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0010003
命令,命令,中華民國駐外名譽領事執行職務辦法,廢止法規＞外交部,2002-07-08,,廢,15,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0010004
命令,命令,外交部暨駐外各機構歲計會計事務處理辦法,廢止法規＞外交部,2003-07-28,,廢,25,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0010005
命令,命令,駐外人員眷屬補助費支給暫行辦法,廢止法規＞外交部,2004-06-01,,廢,6,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0010006
命令,命令,駐外人員川裝費支給辦法,廢止法規＞外交部,2002-01-30,,廢,25,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0010007
命令,命令,海外技術合作委員會祕書處職員退休撫卹暨資遣辦法,廢止法規＞外交部,2002-03-13,,廢,6,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0010008
命令,命令,外交部駐外各機構雇員退職金給付辦法,廢止法規＞外交部,2004-04-08,,廢,10,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0010009
命令,命令,外交部領事事務局辦事細則,廢止法規＞外交部,2012-09-07,,廢,14,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0010010
命令,命令,僑務委員會處務規程,行政＞僑務委員會＞組織目,2024-12-16,2025-01-01,,18,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0010011
命令,命令,僑務委員會會議規則,廢止法規＞僑務委員會,2012-08-30,,廢,9,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0010012
命令,命令,外交部主管財團法人設立許可及監督準則,廢止法規＞外交部,2005-09-23,,廢,26,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0010013
命令,命令,各機關派駐海外機構與人員由當地使館統一指揮辦法,廢止法規＞外交部,1998-09-09,,廢,11,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0010014
命令,命令,外交部專業獎章頒給辦法,行政＞外交部＞外交業務目,1998-06-03,,,9,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0010016
命令,命令,駐外人員返國述職辦法,廢止法規＞外交部,2002-01-30,,廢,15,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0010017
命令,命令,駐外機構統一指揮辦法（87.09.09訂定）,廢止法規＞外交部,2002-11-27,,廢,22,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0010018
命令,命令,外交部接送機派員派車作業辦法,廢止法規＞外交部,2004-09-03,,廢,6,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0010019
命令,命令,外交部暨駐外機構保密實施細則,廢止法規＞外交部,2004-07-14,,廢,30,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0010020
命令,命令,駐外領務人員辦理公證事務辦法,司法＞院本部＞民事目,2002-12-25,,,19,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0010021
命令,命令,各機關團體派員參加及在國內舉辦國際會議準則,行政＞外交部＞外交業務目,1991-03-20,,,16,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0020001
命令,命令,聯合國各組織及人員在華應享受之特權及豁免辦法,行政＞外交部＞外交業務目,1947-06-10,,,3,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0020002
命令,命令,在華外交機構與人員進口車輛使用及處理辦法,廢止法規＞外交部,2002-03-14,,廢,65,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0020003
命令,命令,各國駐中華民國使館外交郵袋寄遞辦法,行政＞外交部＞外交業務目,1970-07-14,,,14,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0020004
命令,命令,條約及協定處理準則,廢止法規＞外交部,2015-07-27,,廢,19,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0020006
命令,命令,駐華使領館外國機構國際組織及其人員聘僱外國人許可及管理辦法,行政＞外交部＞外交業務目,2018-12-25,,,13,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0020007
命令,命令,財團法人國際合作發展基金會捐款及實物贈與處理辦法,行政＞外交部＞國際發展目,2013-06-06,,,11,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0020008
命令,命令,財團法人國際合作發展基金會技術合作處理辦法,行政＞外交部＞國際發展目,2014-01-23,,,11,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0020009
命令,命令,財團法人國際合作發展基金會貸款處理辦法,行政＞外交部＞國際發展目,2023-08-15,,,12,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0020010
命令,命令,財團法人國際合作發展基金會辦理民間業者赴有邦交國家投資授信保證處理辦法,行政＞外交部＞國際發展目,2016-04-29,,,13,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0020011
命令,命令,外國護照簽證條例施行細則,行政＞外交部＞領事業務目,2023-12-29,,,15,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0030003
命令,命令,護照條例施行細則,行政＞外交部＞領事業務目,2025-05-09,,,27,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0030004
命令,命令,外國護照簽證辦法,廢止法規＞外交部,2000-05-31,,廢,35,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0030005
命令,命令,中華民國領事規費徵收辦法,廢止法規＞外交部,2004-01-14,,廢,13,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0030006
命令,命令,駐外館處文件證明辦法,廢止法規＞外交部,2002-01-23,,廢,42,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0030007
命令,命令,中華民國普通護照規費收費標準,行政＞外交部＞領事業務目,2023-02-20,,,9,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0030008
命令,命令,外國護照簽證規費收費標準,廢止法規＞外交部,2003-06-18,,廢,10,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0030009
命令,命令,海外華僑團體輔導辦法,廢止法規＞僑務委員會,2001-07-25,,廢,21,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0040001
命令,命令,華僑身分證明書核發辦法,廢止法規＞僑務委員會,2003-04-09,,廢,8,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0040002
命令,命令,華僑學校規程,廢止法規＞僑務委員會,2006-03-30,,廢,42,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0040003
命令,命令,駐外使領館及駐外代表機構辦理華僑教育行政規則,廢止法規＞僑務委員會,2018-10-19,,廢,7,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0040004
命令,命令,華僑社會教育推行辦法,廢止法規＞僑務委員會,2005-04-29,,廢,10,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0040005
命令,命令,海外華僑發行新聞紙雜誌申請登記規則,廢止法規＞僑務委員會,1999-09-15,,廢,11,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0040006
命令,命令,僑務委員會受理捐贈僑生獎助學金辦法,廢止法規＞僑務委員會,2001-08-15,,廢,13,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0040007
命令,命令,僑務委員會補助僑生工讀金辦法,廢止法規＞僑務委員會,2001-08-15,,廢,8,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0040008
命令,命令,僑務委員會獎勵大專院校學行優良僑生辦法,廢止法規＞僑務委員會,2001-08-15,,廢,4,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0040009
命令,命令,僑務委員會獎勵中等學校學行優良僑生辦法,廢止法規＞僑務委員會,2001-08-15,,廢,5,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0040010
命令,命令,僑生社團組設及輔導辦法,廢止法規＞僑務委員會,2001-08-22,,廢,9,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0040011
命令,命令,海外各級華僑學校優良教師獎勵辦法,廢止法規＞僑務委員會,2001-10-03,,廢,10,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0040012
命令,命令,華僑回國投資授權代理人辦法,廢止法規＞僑務委員會,2004-01-19,,廢,8,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0040013
命令,命令,海外華商生產事業從業人員回國實習辦法,廢止法規＞僑務委員會,1995-10-25,,廢,11,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0040014
命令,命令,僑務委員會聘用顧問辦法,廢止法規＞僑務委員會,2001-05-30,,廢,8,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0040015
命令,命令,僑務委員會專業獎章頒給辦法,行政＞僑務委員會＞綜合規劃目,2024-11-26,,,9,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0040016
命令,命令,華僑熱心公益自動捐獻獎勵辦法,廢止法規＞僑務委員會,2001-05-30,,廢,10,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0040017
命令,命令,僑生傷病醫療保險辦法,廢止法規＞僑務委員會,2001-12-26,,廢,12,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0040018
命令,命令,國軍體育總會組織規程,廢止法規＞國防部,2000-11-29,,廢,11,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000004
命令,命令,大專預備軍官複選委員會組織規程,廢止法規＞國防部,2000-11-29,,廢,7,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000005
命令,命令,行政院國軍退除役官兵輔導委員會設計委員會組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,1995-06-29,,廢,8,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000007
命令,命令,行政院國軍退除役官兵輔導委員會安置基金管理委員會組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,2013-10-30,,廢,11,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000008
命令,命令,行政院國軍退除役官兵輔導委員會農場組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,2013-10-30,,廢,14,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000009
命令,命令,國軍退除役官兵輔導委員會榮民森林保育事業管理處組織規程,廢止法規＞國軍退除役官兵輔導委員會,2023-11-10,,廢,16,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000010
命令,命令,行政院國軍退除役官兵輔導委員會海洋漁業開發處組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,1997-02-14,,廢,19,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000011
命令,命令,行政院國軍退除役官兵輔導委員會魚殖管理處組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,2000-02-14,,廢,15,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000012
命令,命令,行政院國軍退除役官兵輔導委員會榮民工程事業管理處組織規程,廢止法規＞國軍退除役官兵輔導委員會,2018-12-06,,廢,21,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000013
命令,命令,行政院國軍退除役官兵輔導委員會工廠組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,2013-10-30,,廢,16,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000014
命令,命令,行政院國軍退除役官兵輔導委員會榮民礦業開發處組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,2000-07-30,,廢,14,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000015
命令,命令,行政院國軍退除役官兵輔導委員會液化石油氣供應處組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,1996-06-29,,廢,13,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000016
命令,命令,行政院國軍退除役官兵輔導委員會臺北榮民總醫院組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,2013-10-30,,廢,16,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000017
命令,命令,行政院國軍退除役官兵輔導委員會高雄榮民總醫院組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,2013-10-30,,廢,16,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000018
命令,命令,行政院國軍退除役官兵輔導委員會榮民醫院組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,2013-10-30,,廢,15,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000019
命令,命令,行政院國軍退除役官兵輔導委員會專業人員教育中心組織規則,廢止法規＞行政院國軍退除役官兵輔導委員會,1997-08-14,,廢,13,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000020
命令,命令,行政院國軍退除役官兵輔導委員會就業講習所組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,1994-08-30,,廢,11,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000021
命令,命令,行政院國軍退除役官兵輔導委員會就業訓練中心組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,1994-08-30,,廢,11,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000022
命令,命令,行政院國軍退除役官兵輔導委員會反共義士輔導中心組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,1994-08-30,,廢,13,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000023
命令,命令,行政院國軍退除役官兵輔導委員會訓練中心組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,2013-10-30,,廢,15,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000024
命令,命令,行政院國軍退除役官兵輔導委員會大陸榮胞輔導中心組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,1994-08-30,,廢,10,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000025
命令,命令,行政院國軍退除役官兵輔導委員會榮民技術勞務中心組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,2013-10-30,,廢,11,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000026
命令,命令,行政院國軍退除役官兵輔導委員會台中港船舶服務中心組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,1995-02-27,,廢,13,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000027
命令,命令,行政院國軍退除役官兵輔導委員會榮民服務處組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,2013-10-30,,廢,12,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000028
命令,命令,行政院國軍退除役官兵輔導委員會榮譽國民之家組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,2013-10-30,,廢,13,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000029
命令,命令,行政院國軍退除役官兵輔導委員會臺北市榮民服務處組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,1995-08-30,,廢,13,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000030
命令,命令,行政院國軍退除役官兵輔導委員會臺中榮民總醫院組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,2013-10-30,,廢,17,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000031
命令,命令,行政院國軍退除役官兵輔導委員會各農場輔導區設置辦法,廢止法規＞行政院國軍退除役官兵輔導委員會,2001-06-20,,廢,9,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000032
命令,命令,國軍退除役官兵輔導委員會所屬事業機構移轉民營從業人員權益補償辦法,行政＞國軍退除役官兵輔導委員會＞處務目       ,2014-08-01,,,6,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000033
命令,命令,行政院國軍退除役官兵輔導委員會會屬事業機構移轉民營從業人員優先認購股份辦法,行政＞國軍退除役官兵輔導委員會＞處務目       ,1993-12-17,,,10,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000034
命令,命令,榮民工程股份有限公司組織規程,行政＞國軍退除役官兵輔導委員會＞組織目       ,2004-03-30,,,11,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000035
命令,命令,國軍軍事勤務致人民傷亡損害補償金基數及發給標準,行政＞國防部＞作戰目,2020-04-23,,,4,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000037
命令,命令,國防部陸軍司令部組織規程,行政＞國防部＞組織目,2012-12-30,,,8,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000041
命令,命令,國防部海軍司令部組織規程,行政＞國防部＞組織目,2012-12-30,,,8,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000042
命令,命令,國防部空軍司令部組織規程,行政＞國防部＞組織目,2012-12-30,,,8,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000043
命令,命令,國防部聯合後勤司令部組織規程,廢止法規＞國防部,2012-12-30,,廢,7,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000044
命令,命令,國防部後備司令部組織規程,廢止法規＞國防部,2012-12-30,,廢,7,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000045
命令,命令,國防部憲兵司令部組織規程,廢止法規＞國防部,2012-12-30,,廢,7,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000046
命令,命令,中正國防幹部預備學校組織規程,行政＞國防部＞組織目,2020-01-20,,,13,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000047
命令,命令,行政院國軍退除役官兵輔導委員會榮民自費安養中心組織規程,廢止法規＞行政院國軍退除役官兵輔導委員會,2013-10-30,,廢,12,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000048
命令,命令,國防大學組織規程,行政＞國防部＞組織目,2021-12-02,,,15,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000049
命令,命令,空軍軍官學校組織規程,行政＞國防部＞組織目,2025-10-31,,,14,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000050
